52,America/Chicago
55,America/Chicago
201,America/New_York
202,America/New_York
203,America/New_York
204,America/Chicago
205,America/Chicago
206,America/Los_Angeles
207,America/New_York
208,America/Denver+America/Los_Angeles
209,America/Los_Angeles
210,America/Chicago
212,America/New_York
213,America/Los_Angeles
214,America/Chicago
215,America/New_York
216,America/New_York
217,America/Chicago
218,America/Chicago
219,America/Chicago+America/New_York
224,America/Chicago
225,America/Chicago
226,America/New_York
228,America/Chicago
229,America/New_York
231,America/New_York
234,America/New_York
236,America/New_York
239,America/New_York
240,America/New_York
242,America/New_York
246,Canada/Atlantic
248,America/New_York
250,America/Los_Angeles+America/Denver
251,America/Chicago
252,America/New_York
253,America/Los_Angeles
254,America/Chicago
256,America/Chicago
260,America/New_York
262,America/Chicago
264,Canada/Atlantic
267,America/New_York
268,Canada/Atlantic
269,America/New_York
270,America/Chicago
276,America/New_York
278,America/New_York
281,America/Chicago
283,America/New_York
284,Canada/Atlantic
289,America/New_York
301,America/New_York
302,America/New_York
303,America/Denver
304,America/New_York
305,America/New_York
306,America/Chicago+America/Phoenix
307,America/Denver
308,America/Chicago+America/Denver
309,America/Chicago
310,America/Los_Angeles
312,America/Chicago
313,America/New_York
314,America/Chicago
315,America/New_York
316,America/Chicago
317,America/New_York
318,America/Chicago
319,America/Chicago
320,America/Chicago
321,America/New_York
323,America/Los_Angeles
325,America/Chicago
330,America/New_York
331,America/Chicago
334,America/Chicago
336,America/New_York
337,America/Chicago
339,America/New_York
340,Canada/Atlantic
341,America/Los_Angeles
345,America/New_York
347,America/New_York
351,America/New_York
352,America/New_York
360,America/Los_Angeles
361,America/Chicago
369,America/Los_Angeles
380,America/New_York
385,America/Denver
386,America/New_York
401,America/New_York
402,America/Chicago
403,America/Denver
404,America/New_York
405,America/Chicago
406,America/Denver
407,America/New_York
408,America/Los_Angeles
409,America/Chicago
410,America/New_York
412,America/New_York
413,America/New_York
414,America/Chicago
415,America/Los_Angeles
416,America/New_York
417,America/Chicago
418,America/New_York+Canada/Atlantic
419,America/New_York
423,America/New_York
424,America/Los_Angeles
425,America/Los_Angeles
430,America/Chicago
432,America/Denver+America/Chicago
434,America/New_York
435,America/Denver
438,America/New_York
440,America/New_York
441,Canada/Atlantic
442,America/Los_Angeles
443,America/New_York
450,America/New_York+Canada/Atlantic
464,America/Chicago
469,America/Chicago
470,America/New_York
473,Canada/Atlantic
475,America/New_York
478,America/New_York
479,America/Chicago
480,America/Phoenix
484,America/New_York
501,America/Chicago
502,America/New_York
503,America/Los_Angeles
504,America/Chicago
505,America/Denver
506,Canada/Atlantic
507,America/Chicago
508,America/New_York
509,America/Los_Angeles
510,America/Los_Angeles
512,America/Chicago
513,America/New_York
514,America/New_York
515,America/Chicago
516,America/New_York
517,America/New_York
518,America/New_York
519,America/New_York
520,America/Phoenix
530,America/Los_Angeles
540,America/New_York
541,America/Los_Angeles+America/Denver
551,America/New_York
557,America/Chicago
559,America/Los_Angeles
561,America/New_York
562,America/Los_Angeles
563,America/Chicago
564,America/Los_Angeles
567,America/New_York
570,America/New_York
571,America/New_York
573,America/Chicago
574,America/New_York
575,America/Denver
580,America/Chicago
585,America/New_York
586,America/New_York
601,America/Chicago
602,America/Phoenix
603,America/New_York
604,America/Los_Angeles
605,America/Chicago+America/Denver
606,America/New_York+America/Chicago
607,America/New_York
608,America/Chicago
609,America/New_York
610,America/New_York
612,America/Chicago
613,America/New_York
614,America/New_York
615,America/Chicago
616,America/New_York
617,America/New_York
618,America/Chicago
619,America/Los_Angeles
620,America/Chicago
623,America/Phoenix
626,America/Los_Angeles
627,America/Los_Angeles
628,America/Los_Angeles
630,America/Chicago
631,America/New_York
636,America/Chicago
641,America/Chicago
646,America/New_York
647,America/New_York
649,America/New_York
650,America/Los_Angeles
651,America/Chicago
660,America/Chicago
661,America/Los_Angeles
662,America/Chicago
664,Canada/Atlantic
669,America/Los_Angeles
670,Pacific/Guam
671,Pacific/Guam
678,America/New_York
679,America/New_York+America/Chicago
682,America/Chicago
684,Pacific/Samoa
689,America/New_York
701,America/Chicago
702,America/Los_Angeles
703,America/New_York
704,America/New_York
705,America/New_York
706,America/New_York
707,America/Los_Angeles
708,America/Chicago
709,Canada/Atlantic+Canada/Newfoundland
712,America/Chicago
713,America/Chicago
714,America/Los_Angeles
715,America/Chicago
716,America/New_York
717,America/New_York
718,America/New_York
719,America/Denver
720,America/Denver
724,America/New_York
727,America/New_York
731,America/Chicago
732,America/New_York
734,America/New_York
737,America/Chicago
740,America/New_York
747,America/Los_Angeles
754,America/New_York
757,America/New_York
758,Canada/Atlantic
760,America/Los_Angeles
762,America/New_York
763,America/Chicago
764,America/Los_Angeles
765,America/New_York
767,Canada/Atlantic
769,America/Chicago
770,America/New_York
772,America/New_York
773,America/Chicago
774,America/New_York
775,America/Los_Angeles
778,America/Los_Angeles
779,America/Chicago
780,America/Denver
781,America/New_York
784,Canada/Atlantic
785,America/Chicago
786,America/New_York
801,America/Denver
802,America/New_York
803,America/New_York
804,America/New_York
805,America/Los_Angeles
806,America/Chicago
807,America/New_York+America/Chicago
808,Pacific/Honolulu
809,Canada/Atlantic
810,America/New_York
812,America/Chicago+America/New_York
813,America/New_York
814,America/New_York
815,America/Chicago
816,America/Chicago
817,America/Chicago
818,America/Los_Angeles
819,America/New_York
828,America/New_York
829,Canada/Atlantic
830,America/Chicago
831,America/Los_Angeles
832,America/Chicago
835,America/New_York
843,America/New_York
845,America/New_York
847,America/Chicago
848,America/New_York
850,America/Chicago+America/New_York
856,America/New_York
857,America/New_York
858,America/Los_Angeles
859,America/New_York
860,America/New_York
862,America/New_York
863,America/New_York
864,America/New_York
865,America/New_York
868,Canada/Atlantic
869,Canada/Atlantic
870,America/Chicago
872,America/Chicago
876,America/New_York
878,America/New_York
901,America/Chicago
902,Canada/Atlantic
903,America/Chicago
904,America/New_York
905,America/New_York
906,America/Chicago+America/New_York
907,America/Anchorage
908,America/New_York
909,America/Los_Angeles
910,America/New_York
912,America/New_York
913,America/Chicago
914,America/New_York
915,America/Denver+America/Chicago
916,America/Los_Angeles
917,America/New_York
918,America/Chicago
919,America/New_York
920,America/Chicago
925,America/Los_Angeles
927,America/New_York
928,America/Phoenix
931,America/Chicago
935,America/Los_Angeles
936,America/Chicago
937,America/New_York
939,Canada/Atlantic
940,America/Chicago
941,America/New_York
947,America/New_York+America/Chicago
949,America/Los_Angeles
951,America/Los_Angeles
952,America/Chicago
954,America/New_York
956,America/Chicago
957,America/Denver
959,America/New_York
970,America/Denver
971,America/Los_Angeles
972,America/Chicago
973,America/New_York
975,America/Chicago
978,America/New_York
979,America/Chicago
980,America/New_York
984,America/New_York
985,America/Chicago
989,America/New_York
